id,text,is,single
1405,Parecen hombres   son casi hombres   pero son tan inferiores que ni siquiera son capaces de reproducir a la especie   quienes engendran los hijos son los varones”   (…). “son meras vasijas vacías del recipiente del semen creador,1,0
1406,El esclavo está absolutamente privado de voluntad; la mujer la tiene   pero subordinada; el niño sólo la tiene incompleta,1,0
1407,El macho es por naturaleza superior y la hembra inferior; uno gobierna y la otra es gobernada; este principio de necesidad se extiende a toda la humanidad,1,0
1408,La mujer   está donde le corresponde. Millones de años de evolución no se han equivocado   pues la naturaleza tiene la capacidad de corregir sus propios defectos,1,0
1409,Siempre he creído que la bondad de las mujeres es todavía más efímera que su hermosura,1,0
1410,La mujer no tendría el genio del adorno si no poseyera también el instinto de desempeñar el papel secundario,1,0
1411,Cuando una mujer tiene inclinaciones doctas   de ordinario hay algo en su sexualidad que no marcha bien”,1,0
1412,En cualquier tipo de animal   siempre la hembra es de carácter más débil   más maliciosa   menos simple   más impulsiva y más atenta a ayudar a las crías,1,0
1413,Aborrezco a la mujer sabia. Que no viva bajo mi techo la que sepa más que yo   y más de lo que conviene a una mujer. Porque Venus hace a las doctas las más depravadas”,1,0
1414,"Eres un hombre sin verguenza
 Y me la tienes que pagar
 Ay Joselito no llores
 Por esa morena hermosa
 Ay   Joselito   recuerda el dinero que te di. En pago de ese dinero   quiero a tu morena pa' mí",1,0
1415,No hay quien entienda a las mujeres   llevo años intentándolo   tendrían que ser como la tele   que trae manual de explicación   prenderlas a control remoto   callarlas tocando un botón,1,0
1416,"Un hombre cegado por los celos le quitó la vida a su esposa y poesteriormente se suicidó en un cantón de ciudad delgado   departamento de San Salvador.
 La fuente indicó que la mujer fue encontrada complemente desnuda.",1,0
1417,"~¿Y tú qué haces cuando una mujer se está ahogando?
 -Se la saco un poco.",1,0
1418,Si quieres un hombre de Dios   sé tú también una mujer de Dios. Porque al fin y al cabo   los hombres virtuosos buscan mujeres virtuosas y viceversa,1,0
1419,Dile a tu mujer que la amas   que está muy bonita   que hoy le vas hacer un regalo   que el vestido y los aretes le quedan preciosos   que tiene unos ojos lindos.... Después si quieres vas donde el cura y te confiesas.,1,0
1420,Mujer fiel no le textea a ningún macho,1,0
1421,Imaginar a tu mujer entre dos conocidos que le están dando placer y ella dormida no sabe ni quienes son mientras grabas todo aquello rico que le hacen,1,0
1422,Qué rico es grabar a tu mujer siendo cogida por tu propio hermano en tu propia cama cuando ella no quería y terminó dejándose para complacerte a ti,1,0
1423,"Hombre mató a su pareja por celos en San Miguel   dos niños lo vieron
 Vecinos dijeron escuchar que el hombre reclamaba a la víctima por unos mensajes en el celular. Después de cometer el homicidio   el hombre se quitó la vida.",1,0
1424,Por eso no es bueno juntarse con una persona mayor porque siempre estaran los celos porque las bichas se aburren de los viejos y se buscan un joven es mas q seguro y oy le toco a ella,1,0
1425,Matar a la mujer por celos Asta cierto punto el celo es normal por que si yo veo mi pareja con otra y no ciento celos no seria normal osea lis extremos son lo malo y eso debe de tratarse en celo es muerte silenciosa vean pues esto que paso los hombres tienen que tocarse los huevo,1,0
1426,Una buena mujer dice en publico: mi única vida social es mi novio,1,0
1427,Que debil estamos hoy los hombres. Cualquier cosa hace que nos disparemos hacer tonterias. Fuimos diseñados para aguantar,1,0
1428,"Juega con tú Puta   tú zorra   tú mujer   
 sacia su hambre de hembra   penétrala
 y hazla derramar su esencia que es tuya.",1,0
1429,"Cuando tu mujer se enfurece porque subes a ""perras"" en tu camioneta nueva... Dale gaver",1,0
1430,El tema es que la mujer que aguanta maltratos trae ya una historia de maltratos previos   falta de autoestima   repite patrones   obvio no está bien psicológicamente   es dependiente emocionalmente,1,0
1431,a mi me gustan las chikisrucas   porque mientras mas arrugada es la pasa mas dulce es el sabor,1,0
1432,es una vergüenza nunca una mujer va a ser igual a un hombre   asi lo a dejado Dios y asi debe seguir,1,0
1433,La lucha de las mujeres empieza desde casa...dar amor   respeto   tolerancia.. Y las que somos madres educar con amor a nuestros hijos.. El amor es el arma más poderosa.. ,1,0
1434,una mujer que fue criada como niña caprichosa y consentida jamas va aguantar a un hombre aunque este sea bueno,1,0
1435,No creas que las cosas que se escriben es porque todo el mundo te conoce   talvez es tu misma soledad la que conoce tu amargura    no dejes de vivir,1,0
1436,No existe la mujer fiel.,1,0
